Materials	feature1	feature2	feature3	feature4	feature5	feature6	feature7	feature8	feature9	feature10	feature11	feature12	feature13	feature14	feature15	feature16	feature17	feature18	feature19	feature20	feature21	feature22	feature23	feature24
sample16_group1	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3430	0.2190	0.3605	0.3066	0.2995	0.4898	0.8393	0.6613	0.8824	0.4424
sample17_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4419	0.4680	0.3605	0.2863	0.4365	0.6033	0.8005	0.4610	0.8756	0.3630
sample18_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6279	0.4911	0.3605	0.3966	0.5051	0.7296	0.8105	0.4759	0.8747	0.2019
sample19_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.3023	0.2178	0.4070	0.2344	0.2284	0.5478	0.8550	0.6197	0.8606	0.6407
sample20_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.3895	0.2146	0.6395	0.2217	0.1777	0.5114	0.8102	0.5910	0.8863	0.5900
sample21_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8081	0.0180	0.7326	0.3738	0.0254	0.7722	0.1212	0.0688	0.3723	0.4913
sample22_group1	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7965	0.1450	0.7326	0.4372	0.2284	0.7170	0.0794	0.3116	0.3357	0.4803
sample23_group1	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7965	0.2489	0.7326	0.4892	0.4365	0.8188	0.0000	0.4129	0.3740	0.5573
sample24_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6337	0.1566	1.0000	0.3332	0.1904	0.6109	0.2290	0.0466	0.0000	0.2591
sample25_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8023	0.0087	1.0000	0.3776	0.0127	0.7378	0.1002	0.3788	0.4230	0.2326
sample26_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8198	0.0059	1.0000	0.3738	0.0152	0.7620	0.3480	0.0000	0.5924	0.3840
sample27_group1	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7791	0.2027	0.7326	0.4283	0.1904	0.6769	0.5286	0.4083	0.6227	0.5640
sample28_group1	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7267	0.1339	0.7326	0.5234	0.1904	0.6617	0.8853	0.5887	0.9335	0.6671
sample29_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7674	0.0227	0.7326	0.3928	0.0279	0.6440	0.3140	0.2324	0.6584	0.7343
sample30_group1	0.0000	0.0000	0.6667	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7558	0.0945	0.7326	0.4752	0.2208	0.6697	0.7895	0.4457	0.8579	0.6862
sample31_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4012	0.3589	0.7326	0.2280	0.4112	0.4453	0.4010	0.8701	0.1743	0.0000
sample32_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.3023	0.2511	0.4070	0.2787	0.2386	0.6584	0.8385	0.3597	0.8493	0.4304
sample33_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6570	0.2540	0.7326	0.3738	0.3122	0.6530	0.1081	0.1101	0.0135	0.7114
sample34_group1	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5058	0.3252	0.7326	0.3269	0.3782	0.5938	0.4128	0.5218	0.6145	0.3650
sample35_group1	0.0000	0.0000	0.3333	0.0000	0.0000	0.2500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6977	0.3127	0.7326	0.5830	0.5838	0.6693	0.3558	0.4415	0.7858	0.4998
sample36_group1	0.0000	0.0000	0.3333	0.0000	0.2500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4128	0.2932	0.6395	0.3409	0.3909	0.5292	0.6891	0.4950	0.8563	0.5732
sample1_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8779	0.0052	0.0000	0.3556	0.0000	1.0000	0.8576	0.0268	0.9131	0.2412
sample2_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0104	0.3605	0.6144	0.0000	0.9477	0.8392	0.5345	0.8670	0.7074
sample3_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0930	0.3028	0.0000	0.0886	0.2056	0.2694	0.9451	0.6119	0.9492	0.1139
sample4_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1919	0.1932	0.0000	0.1330	0.1777	0.3960	0.9427	0.5986	0.9426	0.1338
sample5_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1570	0.6786	0.0000	0.0886	0.3553	0.2694	0.9451	0.6119	0.9492	0.1139
sample6_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3663	0.5273	0.7326	0.1900	0.4396	0.3564	0.3153	0.4317	0.4190	0.0825
sample7_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8081	0.0209	0.7326	0.3681	0.0279	0.8426	0.4311	0.1036	0.4660	0.3847
sample8_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9012	0.1096	0.7326	0.6005	0.0571	0.8976	0.3635	0.7729	0.1262	0.2054
sample9_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4651	0.7987	0.3372	0.4283	1.0000	0.6767	0.8361	0.4040	0.8971	0.2339
sample10_group2	0.0000	0.0000	0.0000	0.0000	0.7500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.0783	0.7326	0.4220	0.0558	0.5236	0.7288	0.6962	0.7529	0.6340
sample11_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5698	0.2662	0.0000	0.2661	0.2056	0.7567	0.8836	0.2026	0.9226	0.4001
sample12_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7209	0.1566	0.0000	0.3117	0.1777	0.8814	0.8713	0.1087	0.9144	0.2945
sample13_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3023	0.2297	1.0000	0.2255	0.4772	0.5900	0.8142	0.5668	0.8722	0.5709
sample14_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.3895	0.3341	0.9651	0.2699	0.3680	0.6024	0.5040	0.8069	0.5335	0.4178
sample15_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9419	0.5168	0.7326	0.7794	0.9213	0.9068	0.4997	0.0718	0.6536	0.1277
sample16_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8721	0.5012	0.7326	0.5792	0.7995	0.8016	0.5652	0.3177	0.4957	0.2332
sample17_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4419	0.3915	1.0000	0.2375	0.2198	0.4387	0.4229	0.3178	0.3167	0.3980
sample18_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5465	0.3393	0.7326	0.3172	0.2066	0.7048	0.3843	0.8043	0.1463	0.6127
sample19_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3198	0.3132	0.7326	0.1839	0.3112	0.4405	0.6970	0.4696	0.7602	0.0832
sample20_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3256	0.4333	0.7326	0.2283	0.4708	0.4468	0.3944	0.8543	0.1611	0.1164
sample21_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3314	0.3080	1.0000	0.1809	0.3010	0.4760	0.8069	0.6009	0.8642	0.0830
sample22_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.2849	0.4281	0.9651	0.2255	0.4594	0.4829	0.5589	0.8324	0.5364	0.3168
sample23_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5523	0.2715	0.7326	0.2724	0.2208	0.6929	0.6686	0.1742	0.7345	0.3772
sample24_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3837	0.2245	1.0000	0.2315	0.1980	0.5149	0.5614	0.3403	0.4474	0.5603
sample25_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5988	0.7308	0.7326	0.4778	0.9518	0.7274	0.5974	0.3147	0.6693	0.1626
sample26_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.3721	0.2193	0.7326	0.2344	0.1954	0.4956	0.4084	0.2708	0.1931	0.5327
sample27_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5174	0.1671	1.0000	0.3269	0.1832	0.6889	0.3350	0.1032	0.1716	0.4041
sample28_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3140	0.3080	1.0000	0.1875	0.3122	0.3950	0.5950	0.3896	0.3245	0.0724
sample29_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.3023	0.3080	0.7326	0.1900	0.3122	0.3609	0.4837	0.4474	0.3636	0.0696
sample30_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3256	0.3080	1.0000	0.1837	0.3020	0.4326	0.7045	0.3537	0.7671	0.0827
