Materials	feature1	feature2	feature3	feature4	feature5	feature6	feature7	feature8	feature9	feature10	feature11	feature12	feature13	feature14	feature15	feature16	feature17	feature18	feature19	feature20	feature21	feature22	feature23	feature24
sample11_group1	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.0972	0.2697	1.0000	0.2066	0.2208	0.6256	0.5706	0.4194	0.7075	0.3801
sample12_group1	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2975	0.1345	0.3291	0.6395	0.2108	0.3934	0.4794	0.7659	0.5456	0.8666	0.4564
sample13_group1	0.0000	0.0000	0.6667	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4430	0.1245	0.3081	0.6395	0.3205	0.4543	0.5124	0.7607	0.5419	0.8485	0.5356
sample14_group1	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5633	0.2317	0.2549	0.6395	0.4316	0.3934	0.5566	0.8214	0.5381	0.8614	0.5005
sample15_group1	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2722	0.0541	0.2190	0.3605	0.2450	0.2995	0.4222	0.8746	0.7205	0.8808	0.4424
sample16_group1	0.0000	0.0000	0.0000	0.0000	0.7500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2911	0.0604	0.1691	0.3605	0.3177	0.2589	0.4017	0.9073	0.7543	0.9410	0.4125
sample17_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2500	0.0000	0.0000	0.0000	0.0000	0.0000	0.3797	0.0767	0.4680	0.3605	0.2222	0.4365	0.5446	0.8364	0.5023	0.8739	0.3630
sample18_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5823	0.1161	0.4911	0.3605	0.3462	0.5051	0.6810	0.8462	0.5185	0.8730	0.2019
sample19_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7500	0.0000	0.0000	0.0000	0.0000	0.0000	0.7848	0.1245	0.2705	0.3605	0.4687	0.4365	0.7836	0.8405	0.4681	0.8739	0.1923
sample20_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.2278	0.0504	0.2178	0.4070	0.1638	0.2284	0.4848	0.8900	0.6751	0.8587	0.6407
sample21_group1	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7658	0.0599	0.2489	0.7326	0.4501	0.4365	0.7772	0.0478	0.4498	0.3654	0.5573
sample22_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7658	0.0904	0.2464	0.7326	0.3775	0.1777	0.6648	0.0000	0.3540	0.4333	0.7536
sample23_group1	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7911	0.0872	0.0059	1.0000	0.3205	0.0152	0.7160	0.3906	0.0000	0.5868	0.3840
sample24_group1	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7468	0.0836	0.2027	0.7326	0.3818	0.1904	0.6241	0.5685	0.4448	0.6175	0.5640
sample25_group1	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6899	0.1640	0.1339	0.7326	0.4886	0.1904	0.6077	0.9199	0.6414	0.9326	0.6671
sample26_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7342	0.0662	0.0227	0.7326	0.3419	0.0279	0.5886	0.3572	0.2532	0.6537	0.7343
sample27_group1	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2468	0.0972	0.5163	0.3372	0.3319	0.8223	0.4807	0.9049	0.6560	0.9108	0.4305
sample28_group1	0.0000	0.0000	0.6667	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7215	0.3805	0.0945	0.7326	0.4345	0.2208	0.6164	0.8255	0.4856	0.8560	0.6862
sample29_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3354	0.0736	0.3589	0.7326	0.1567	0.4112	0.3741	0.4429	0.9479	0.1630	0.0000
sample30_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.2278	0.0893	0.2511	0.4070	0.2137	0.2386	0.6041	0.8738	0.3919	0.8472	0.4304
sample31_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6139	0.0147	0.2540	0.7326	0.3205	0.3122	0.5983	0.1543	0.1200	0.0000	0.7114
sample32_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4494	0.1056	0.2758	1.0000	0.2179	0.2284	0.5099	0.3214	0.1404	0.1506	0.3572
sample33_group1	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4494	0.1487	0.3252	0.7326	0.2678	0.3782	0.5344	0.4545	0.5685	0.6092	0.3650
sample34_group1	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5886	0.1608	0.0913	0.7326	0.3248	0.3198	0.5803	0.4672	0.6647	0.6312	0.4341
sample35_group1	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3291	0.1004	0.2256	1.0000	0.1567	0.1878	0.4897	0.6677	0.3390	0.7233	0.5488
sample36_group1	0.0000	0.0000	0.3333	0.0000	0.2500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3481	0.1576	0.2932	0.6395	0.2835	0.3909	0.4647	0.7266	0.5394	0.8543	0.5732
sample1_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9873	0.1350	0.0104	0.3605	0.5909	0.0000	0.9164	0.8745	0.5824	0.8652	0.7074
sample2_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0857	0.3028	0.0000	0.0000	0.2056	0.1843	0.9788	0.6667	0.9485	0.1139
sample3_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1076	0.0646	0.1932	0.0000	0.0499	0.1777	0.3209	0.9764	0.6522	0.9418	0.1338
sample4_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0696	1.0000	0.6786	0.0000	0.0000	0.3553	0.1843	0.9788	0.6667	0.9485	0.1139
sample5_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3291	0.1098	0.1671	0.0000	0.0997	0.4112	0.4535	0.9109	0.1167	0.9167	0.0290
sample6_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.3291	0.0867	0.3498	0.7326	0.2067	0.3815	0.6221	0.7268	0.5471	0.7691	0.4225
sample7_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7785	0.1214	0.0209	0.7326	0.3141	0.0279	0.8030	0.4725	0.1129	0.4586	0.3847
sample8_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7500	0.0000	0.0000	0.0000	0.0000	0.0000	0.8797	0.1482	0.1096	0.7326	0.5752	0.0571	0.8623	0.4058	0.8420	0.1142	0.2054
sample9_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.4051	0.1030	0.7987	0.3372	0.3818	1.0000	0.6239	0.8714	0.4401	0.8957	0.2339
sample10_group2	0.0000	0.0000	0.0000	0.0000	0.7500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4430	0.0462	0.0783	0.7326	0.3746	0.0558	0.4586	0.7657	0.7586	0.7495	0.6340
sample11_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5190	0.1098	0.2662	0.0000	0.1994	0.2056	0.7102	0.9182	0.2207	0.9216	0.4001
sample12_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6835	0.1177	0.1566	0.0000	0.2507	0.1777	0.8448	0.9061	0.1184	0.9132	0.2945
sample13_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4620	0.1009	0.2819	0.7326	0.3134	0.4391	0.5699	0.4825	0.3152	0.3314	0.5316
sample14_group2	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2278	0.0673	0.2297	1.0000	0.1538	0.4772	0.5303	0.8499	0.6176	0.8704	0.5709
sample15_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.3228	0.1083	0.3341	0.9651	0.2037	0.3680	0.5437	0.5443	0.8791	0.5271	0.4178
sample16_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.1245	0.2871	0.7326	1.0000	0.7970	1.0000	0.8071	0.3535	0.8764	0.2201
sample17_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6667	0.0000	0.0000	0.0000	0.0000	0.9241	0.1261	0.5168	0.7326	0.7764	0.9213	0.8722	0.5401	0.0783	0.6489	0.1277
sample18_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.8481	0.1345	0.5012	0.7326	0.5513	0.7995	0.7587	0.6046	0.3461	0.4888	0.2332
sample19_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1835	0.0688	0.5638	0.7326	0.1071	0.5266	0.2450	0.4425	0.9527	0.1618	0.0067
sample20_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3797	0.0652	0.3915	1.0000	0.1674	0.2198	0.3670	0.4644	0.3462	0.3073	0.3980
sample21_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4937	0.0883	0.3393	0.7326	0.2568	0.2066	0.6542	0.4264	0.8763	0.1346	0.6127
sample22_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2532	0.0709	0.4333	0.7326	0.1570	0.4708	0.3757	0.4363	0.9308	0.1496	0.1164
sample23_group2	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2595	0.0904	0.3080	1.0000	0.1037	0.3010	0.4073	0.8427	0.6547	0.8623	0.0830
sample24_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.2089	0.1119	0.4281	0.9651	0.1538	0.4594	0.4147	0.5984	0.9069	0.5301	0.3168
sample25_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6392	0.1030	0.1462	0.7326	0.2635	0.0279	0.6748	0.4520	0.0879	0.4120	0.5270
sample26_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.0893	0.2715	0.7326	0.2066	0.2208	0.6413	0.7065	0.1898	0.7308	0.3772
sample27_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3165	0.0725	0.2245	1.0000	0.1605	0.1980	0.4493	0.6008	0.3708	0.4399	0.5603
sample28_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.5506	0.0725	0.7308	0.7326	0.4373	0.9518	0.6786	0.6363	0.3429	0.6647	0.1626
sample29_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4620	0.1361	0.1671	1.0000	0.2678	0.1832	0.6370	0.3778	0.1124	0.1602	0.4041
sample30_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2405	0.0730	0.3080	1.0000	0.1111	0.3122	0.3198	0.6340	0.4245	0.3153	0.0724
