Materials	Properties	feature1	feature2	feature3	feature4	feature5	feature6	feature7	feature8	feature9	feature10	feature11	feature12	feature13	feature14	feature15	feature16	feature17	feature18	feature19
sample24	22.1800	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9571	0.3605	0.2027	0.7326	0.4283	0.2315	0.6937	0.5504	0.4026	0.6227	0.5640
sample25	17.9900	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8929	0.7075	0.1339	0.7326	0.5234	0.2315	0.6782	0.8906	0.5847	0.9335	0.6671
sample26	5.6500	0.0000	0.0000	0.0000	0.2500	0.0000	0.0000	0.0000	0.0000	0.3929	0.4195	0.5163	0.3372	0.3840	1.0000	0.5575	0.8761	0.5982	0.9120	0.4304
sample27	1.0400	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4929	0.3175	0.3589	0.7326	0.2280	0.5000	0.4563	0.4288	0.8688	0.1743	0.0000
sample28	7.9800	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.3714	0.3855	0.2511	0.4070	0.2787	0.2901	0.6748	0.8460	0.3535	0.8493	0.4304
sample29	0.4200	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.7143	0.3832	0.2721	0.0000	0.3561	0.6111	1.0000	0.8623	0.0000	0.9122	0.4783
sample30	38.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8071	0.0635	0.2540	0.7326	0.3738	0.3796	0.6692	0.1494	0.1015	0.0135	0.7114
sample31	23.4700	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6214	0.4558	0.2758	1.0000	0.2825	0.2778	0.5852	0.3112	0.1204	0.1621	0.3572
sample32	15.7600	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6214	0.6417	0.3252	0.7326	0.3269	0.4599	0.6086	0.4400	0.5172	0.6145	0.3650
sample33	26.1300	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7786	0.6939	0.0913	0.7326	0.3776	0.3889	0.6521	0.4523	0.6063	0.6362	0.4341
sample34	15.4600	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4857	0.4331	0.2256	1.0000	0.2280	0.2284	0.5661	0.6464	0.3045	0.7270	0.5488
sample35	22.1300	0.0000	0.0000	0.0000	0.2500	0.0000	0.0000	0.0000	0.0000	0.8571	0.2948	0.3127	0.7326	0.5830	0.7099	0.6859	0.3856	0.4361	0.7858	0.4998
sample36	9.5400	0.0000	0.0000	0.2500	0.0000	0.0000	0.0000	0.0000	0.0000	0.5071	0.6803	0.2932	0.6395	0.3409	0.4753	0.5423	0.7035	0.4902	0.8563	0.5732
