Materials	Properties	feature1	feature2	feature3	feature4	feature5	feature6	feature7	feature8	feature9	feature10	feature11	feature12	feature13	feature14	feature15	feature16	feature17	feature18	feature19
sample19	3.6000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6667	0.0000	0.0000	0.0000	0.7714	0.4911	0.3605	0.3966	0.6142	0.8847	0.8193	0.4111	0.8730	0.2019
sample20	7.3500	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	1.0000	0.2705	0.3605	0.5056	0.5309	1.0000	0.8137	0.3591	0.8739	0.1923
sample21	4.0600	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.3714	0.2178	0.4070	0.2344	0.2778	0.6643	0.8617	0.5726	0.8587	0.6407
sample22	4.8100	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.4786	0.2146	0.6395	0.2217	0.2160	0.6201	0.8190	0.5404	0.8847	0.5900
sample23	19.2500	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9786	0.1450	0.7326	0.4372	0.2778	0.8694	0.1220	0.2264	0.3266	0.4803
sample24	29.7700	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9786	0.2464	0.7326	0.4245	0.2160	0.8665	0.0000	0.2414	0.4333	0.7536
sample25	22.1800	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9571	0.2027	0.7326	0.4283	0.2315	0.8208	0.5504	0.3351	0.6175	0.5640
sample26	17.9900	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8929	0.1339	0.7326	0.5234	0.2315	0.8024	0.8906	0.5378	0.9326	0.6671
sample27	12.6200	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.9429	0.0227	0.7326	0.3928	0.0340	0.7809	0.3458	0.1375	0.6537	0.7343
sample28	5.6500	0.0000	0.0000	0.0000	0.2500	0.0000	0.0000	0.0000	0.0000	0.0000	0.3929	0.5163	0.3372	0.3840	1.0000	0.6596	0.8761	0.5529	0.9108	0.4304
sample29	24.5500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9286	0.0945	0.7326	0.4752	0.2685	0.8121	0.7992	0.3772	0.8560	0.6862
sample30	1.0400	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4929	0.3589	0.7326	0.2280	0.5000	0.5399	0.4288	0.8540	0.1630	0.0000
sample31	38.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8071	0.2540	0.7326	0.3738	0.3796	0.7918	0.1494	0.0000	0.0000	0.7114
sample32	23.4700	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6214	0.2758	1.0000	0.2825	0.2778	0.6924	0.3112	0.0210	0.1506	0.3572
sample33	15.7600	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6214	0.3252	0.7326	0.3269	0.4599	0.7200	0.4400	0.4626	0.6092	0.3650
sample34	26.1300	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7786	0.0913	0.7326	0.3776	0.3889	0.7715	0.4523	0.5619	0.6312	0.4341
sample35	15.4600	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4857	0.2256	1.0000	0.2280	0.2284	0.6697	0.6464	0.2260	0.7233	0.5488
sample36	22.1300	0.0000	0.0000	0.0000	0.2500	0.0000	0.0000	0.0000	0.0000	0.0000	0.8571	0.3127	0.7326	0.5830	0.7099	0.8116	0.3856	0.3724	0.7828	0.4998
