Materials	feature1	feature2	feature3	feature4	feature5	feature6	feature7	feature8	feature9	feature10	feature11	feature12	feature13	feature14	feature15	feature16	feature17	feature18	feature19	feature20	feature21	feature22	feature23	feature24
sample19_group1	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3563	0.1726	0.3605	0.3713	0.2589	0.4593	0.8784	0.6923	0.9592	0.4125
sample20_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6207	0.5013	0.3605	0.3966	0.5051	0.7117	0.8193	0.4759	0.8909	0.2019
sample21_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2989	0.2223	0.4070	0.2344	0.2284	0.5344	0.8617	0.6197	0.8765	0.6407
sample22_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.3851	0.2191	0.6395	0.2217	0.1777	0.4989	0.8190	0.5910	0.9026	0.5900
sample23_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7989	0.0184	0.7326	0.3738	0.0254	0.7533	0.1619	0.0688	0.3792	0.4913
sample24_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7874	0.2515	0.7326	0.4245	0.1777	0.6971	0.0000	0.3249	0.4491	0.7536
sample25_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6264	0.1599	1.0000	0.3332	0.1904	0.5960	0.2647	0.0466	0.0000	0.2591
sample26_group1	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7931	0.0089	1.0000	0.3776	0.0127	0.7197	0.1419	0.3788	0.4308	0.2326
sample27_group1	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8103	0.0060	1.0000	0.3738	0.0152	0.7433	0.3782	0.0000	0.6034	0.3840
sample28_group1	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7184	0.1367	0.7326	0.5234	0.1904	0.6455	0.8906	0.5887	0.9507	0.6671
sample29_group1	0.0000	0.6667	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7471	0.0965	0.7326	0.4752	0.2208	0.6533	0.7992	0.4457	0.8738	0.6862
sample30_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3966	0.3664	0.7326	0.2280	0.4112	0.4343	0.4288	0.8701	0.1776	0.0000
sample31_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2989	0.2563	0.4070	0.2787	0.2386	0.6422	0.8460	0.3597	0.8650	0.4304
sample32_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.5747	0.2778	0.0000	0.3561	0.5025	0.9518	0.8623	0.0096	0.9290	0.4783
sample33_group1	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.3320	0.7326	0.3269	0.3782	0.5793	0.4400	0.5218	0.6258	0.3650
sample34_group1	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6264	0.0932	0.7326	0.3776	0.3198	0.6207	0.4523	0.6101	0.6479	0.4341
sample35_group1	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3908	0.2303	1.0000	0.2280	0.1878	0.5388	0.6464	0.3112	0.7405	0.5488
sample36_group1	0.0000	0.3333	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4080	0.2993	0.6395	0.3409	0.3909	0.5162	0.7035	0.4950	0.8721	0.5732
sample1_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8678	0.0053	0.0000	0.3556	0.0000	0.9755	0.8642	0.0268	0.9300	0.2412
sample2_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9885	0.0107	0.3605	0.6144	0.0000	0.9244	0.8467	0.5345	0.8830	0.7074
sample3_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0920	0.3091	0.0000	0.0886	0.2056	0.2628	0.9476	0.6119	0.9668	0.1139
sample4_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1897	0.1972	0.0000	0.1330	0.1777	0.3863	0.9453	0.5986	0.9600	0.1338
sample5_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1552	0.6928	0.0000	0.0886	0.3553	0.2628	0.9476	0.6119	0.9668	0.1139
sample6_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3908	0.1705	0.0000	0.1773	0.4112	0.5061	0.8819	0.1071	0.9348	0.0290
sample7_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3621	0.5382	0.7326	0.1900	0.4396	0.3476	0.3470	0.4317	0.4267	0.0825
sample8_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7989	0.0213	0.7326	0.3681	0.0279	0.8219	0.4575	0.1036	0.4746	0.3847
sample9_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4598	0.8153	0.3372	0.4283	1.0000	0.6601	0.8437	0.4040	0.9136	0.2339
sample10_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5632	0.2718	0.0000	0.2661	0.2056	0.7381	0.8890	0.2026	0.9397	0.4001
sample11_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7126	0.1599	0.0000	0.3117	0.1777	0.8598	0.8772	0.1087	0.9313	0.2945
sample12_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5115	0.2878	0.7326	0.3675	0.4391	0.6113	0.4671	0.2893	0.3468	0.5316
sample13_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.3851	0.3411	0.9651	0.2699	0.3680	0.5876	0.5269	0.8069	0.5434	0.4178
sample14_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.2931	0.7326	0.9785	0.7970	1.0000	0.7814	0.3244	0.8943	0.2201
sample15_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6667	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9310	0.5276	0.7326	0.7794	0.9213	0.8845	0.5229	0.0718	0.6657	0.1277
sample16_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2586	0.5755	0.7326	0.1839	0.5266	0.3177	0.4284	0.8745	0.1763	0.0067
sample17_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5402	0.3464	0.7326	0.3172	0.2066	0.6875	0.4128	0.8043	0.1490	0.6127
sample18_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3161	0.3197	0.7326	0.1839	0.3112	0.4297	0.7110	0.4696	0.7742	0.0832
sample19_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3218	0.4423	0.7326	0.2283	0.4708	0.4358	0.4224	0.8543	0.1641	0.1164
sample20_group2	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3276	0.3144	1.0000	0.1809	0.3010	0.4643	0.8158	0.6009	0.8801	0.0830
sample21_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.2816	0.4370	0.9651	0.2255	0.4594	0.4710	0.5794	0.8324	0.5463	0.3168
sample22_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6724	0.1492	0.7326	0.3231	0.0279	0.7061	0.4376	0.0807	0.4277	0.5270
sample23_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5460	0.2771	0.7326	0.2724	0.2208	0.6759	0.6840	0.1742	0.7480	0.3772
sample24_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3793	0.2291	1.0000	0.2315	0.1980	0.5023	0.5817	0.3403	0.4557	0.5603
sample25_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5920	0.7461	0.7326	0.4778	0.9518	0.7096	0.6161	0.3147	0.6817	0.1626
sample26_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.3678	0.2238	0.7326	0.2344	0.1954	0.4834	0.4358	0.2708	0.1967	0.5327
sample27_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5115	0.1705	1.0000	0.3269	0.1832	0.6720	0.3658	0.1032	0.1747	0.4041
sample28_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3103	0.3144	1.0000	0.1875	0.3122	0.3853	0.6138	0.3896	0.3305	0.0724
sample29_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.2989	0.3144	0.7326	0.1900	0.3122	0.3520	0.5076	0.4474	0.3703	0.0696
sample30_group2	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3218	0.3144	1.0000	0.1837	0.3020	0.4220	0.7182	0.3537	0.7813	0.0827
