Materials	feature1	feature2	feature3	feature4	feature5	feature6	feature7	feature8	feature9	feature10	feature11	feature12	feature13	feature14	feature15	feature16	feature17	feature18	feature19	feature20	feature21	feature22	feature23	feature24
sample33_group1	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6012	0.9991	0.0913	0.7326	0.3171	0.3198	0.5643	0.4672	0.6979	0.6635	0.4341
sample34_group1	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3497	0.9995	0.2256	1.0000	0.1530	0.1878	0.4702	0.6677	0.3505	0.7583	0.5488
sample35_group1	0.0000	0.0000	0.3333	0.0000	0.2500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6687	0.9997	0.3127	0.7326	0.5424	0.5838	0.6013	0.3983	0.5020	0.8195	0.4998
sample36_group1	0.0000	0.0000	0.3333	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3681	0.9994	0.2932	0.6395	0.2768	0.3909	0.4443	0.7266	0.5642	0.8931	0.5732
sample1_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8589	1.0000	0.0052	0.0000	0.2929	0.0000	0.9718	0.8926	0.0200	0.9523	0.2412
sample2_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9877	0.9999	0.0104	0.3605	0.5769	0.0000	0.9132	0.8745	0.6101	0.9043	0.7074
sample3_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0307	0.9995	0.3028	0.0000	0.0000	0.2056	0.1532	0.9788	0.7000	0.9900	0.1139
sample4_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1350	0.9996	0.1932	0.0000	0.0487	0.1777	0.2950	0.9764	0.6846	0.9831	0.1338
sample5_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0982	0.9931	0.6786	0.0000	0.0000	0.3553	0.1532	0.9788	0.7000	0.9900	0.1139
sample6_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3497	0.9995	0.1671	0.0000	0.0974	0.4112	0.4327	0.9109	0.1134	0.9572	0.0290
sample7_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3190	0.9995	0.5273	0.7326	0.1113	0.4396	0.2506	0.3584	0.4906	0.4370	0.0825
sample8_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7853	0.9997	0.0209	0.7326	0.3067	0.0279	0.7955	0.4725	0.1093	0.4860	0.3847
sample9_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8834	0.9995	0.1096	0.7326	0.5616	0.0571	0.8571	0.4058	0.8870	0.1316	0.2054
sample10_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.4233	0.9995	0.7987	0.3372	0.3727	1.0000	0.6096	0.8714	0.4584	0.9356	0.2339
sample11_group2	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4601	0.9997	0.0783	0.7326	0.3658	0.0558	0.4380	0.7657	0.7980	0.7853	0.6340
sample12_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5337	0.9995	0.2662	0.0000	0.1947	0.2056	0.6992	0.9182	0.2244	0.9622	0.4001
sample13_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6933	0.9997	0.1566	0.0000	0.2448	0.1777	0.8389	0.9061	0.1152	0.9537	0.2945
sample14_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4785	0.9997	0.2819	0.7326	0.3060	0.4391	0.5535	0.4825	0.3251	0.3551	0.5316
sample15_group2	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2515	0.9996	0.2297	1.0000	0.1502	0.4772	0.5124	0.8499	0.6476	0.9096	0.5709
sample16_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.3436	0.9997	0.3341	0.9651	0.1989	0.3680	0.5263	0.5443	0.9266	0.5565	0.4178
sample17_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.9997	0.2871	0.7326	0.9764	0.7970	1.0000	0.8071	0.3659	0.9158	0.2201
sample18_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6667	0.0000	0.0000	0.0000	0.0000	0.0000	0.9264	0.9996	0.5168	0.7326	0.7580	0.9213	0.8674	0.5401	0.0724	0.6817	0.1277
sample19_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.8528	0.9997	0.5012	0.7326	0.5382	0.7995	0.7495	0.6046	0.3581	0.5170	0.2332
sample20_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3988	0.9997	0.3915	1.0000	0.1634	0.2198	0.3429	0.4644	0.3582	0.3303	0.3980
sample21_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5092	0.9996	0.3393	0.7326	0.2508	0.2066	0.6410	0.4264	0.9236	0.1526	0.6127
sample22_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2761	0.9996	0.4333	0.7326	0.1533	0.4708	0.3519	0.4363	0.9817	0.1680	0.1164
sample23_group2	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2822	0.9995	0.3080	1.0000	0.1013	0.3010	0.3847	0.8427	0.6873	0.9013	0.0830
sample24_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6503	0.9996	0.1462	0.7326	0.2573	0.0279	0.6624	0.4520	0.0826	0.4380	0.5270
sample25_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5153	0.9996	0.2715	0.7326	0.2017	0.2208	0.6277	0.7065	0.1913	0.7660	0.3772
sample26_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3374	0.9996	0.2245	1.0000	0.1567	0.1980	0.4283	0.6008	0.3844	0.4667	0.5603
sample27_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3313	0.0000	0.3132	1.0000	0.1558	0.4645	0.4498	0.4333	0.9626	0.1540	0.4272
sample28_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4785	0.9993	0.1671	1.0000	0.2615	0.1832	0.6232	0.3778	0.1088	0.1789	0.4041
sample29_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2638	0.9996	0.3080	1.0000	0.1085	0.3122	0.2939	0.6340	0.4416	0.3385	0.0724
sample30_group2	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2761	0.9995	0.3080	1.0000	0.1043	0.3020	0.3361	0.7418	0.4000	0.8001	0.0827
